Crossover rate: 0.75	Mutation rate: 0.05
Gen.	Avg. fitness	Best fitness	Std. fitness
0	524669.00	519869.00	3969.89
1	520269.00	519869.00	489.90
2	519969.00	519869.00	300.00
3	519869.00	519869.00	0.00
4	519869.00	519869.00	0.00
5	519869.00	519869.00	0.00
6	519869.00	519869.00	0.00
7	519869.00	519869.00	0.00
8	519869.00	519869.00	0.00
9	519869.00	519869.00	0.00
10	519869.00	519869.00	0.00
11	519869.00	519869.00	0.00
12	519869.00	519869.00	0.00
13	519869.00	519869.00	0.00
14	519869.00	519869.00	0.00
15	519869.00	519869.00	0.00
16	519869.00	519869.00	0.00
17	519869.00	519869.00	0.00
18	519869.00	519869.00	0.00
19	519869.00	519869.00	0.00
20	519869.00	519869.00	0.00
21	519869.00	519869.00	0.00
22	519869.00	519869.00	0.00
23	519869.00	519869.00	0.00
24	519869.00	519869.00	0.00
25	519869.00	519869.00	0.00
26	519869.00	519869.00	0.00
27	519869.00	519869.00	0.00
28	519869.00	519869.00	0.00
29	519869.00	519869.00	0.00
30	519869.00	519869.00	0.00
31	519869.00	519869.00	0.00
32	519869.00	519869.00	0.00
33	519869.00	519869.00	0.00
34	519869.00	519869.00	0.00
35	519869.00	519869.00	0.00
36	519869.00	519869.00	0.00
37	519869.00	519869.00	0.00
38	519869.00	519869.00	0.00
39	519869.00	519869.00	0.00
40	519869.00	519869.00	0.00
41	519869.00	519869.00	0.00
42	519869.00	519869.00	0.00
43	519869.00	519869.00	0.00
44	519869.00	519869.00	0.00
45	519869.00	519869.00	0.00
46	519869.00	519869.00	0.00
47	519869.00	519869.00	0.00
48	519869.00	519869.00	0.00
49	519869.00	519869.00	0.00
50	519869.00	519869.00	0.00
51	519869.00	519869.00	0.00
52	519869.00	519869.00	0.00
53	519869.00	519869.00	0.00
54	519869.00	519869.00	0.00
55	519869.00	519869.00	0.00
56	519869.00	519869.00	0.00
57	519869.00	519869.00	0.00
58	519869.00	519869.00	0.00
59	519869.00	519869.00	0.00
60	519869.00	519869.00	0.00
61	519869.00	519869.00	0.00
62	519869.00	519869.00	0.00
63	519869.00	519869.00	0.00
64	519869.00	519869.00	0.00
65	519869.00	519869.00	0.00
66	519869.00	519869.00	0.00
67	519869.00	519869.00	0.00
68	519869.00	519869.00	0.00
69	519869.00	519869.00	0.00
70	519869.00	519869.00	0.00
71	519869.00	519869.00	0.00
72	519869.00	519869.00	0.00
73	519869.00	519869.00	0.00
74	519869.00	519869.00	0.00
75	519869.00	519869.00	0.00
76	519869.00	519869.00	0.00
77	519869.00	519869.00	0.00
78	519869.00	519869.00	0.00
79	519869.00	519869.00	0.00
80	519869.00	519869.00	0.00
81	519869.00	519869.00	0.00
82	519869.00	519869.00	0.00
83	519869.00	519869.00	0.00
84	519869.00	519869.00	0.00
85	519869.00	519869.00	0.00
86	519869.00	519869.00	0.00
87	519869.00	519869.00	0.00
88	519869.00	519869.00	0.00
89	519869.00	519869.00	0.00
90	519869.00	519869.00	0.00
91	519869.00	519869.00	0.00
92	519869.00	519869.00	0.00
93	519869.00	519869.00	0.00
94	519869.00	519869.00	0.00
95	519869.00	519869.00	0.00
96	519869.00	519869.00	0.00
97	519869.00	519869.00	0.00
98	519869.00	519869.00	0.00
99	519869.00	519869.00	0.00
