Crossover rate: 0.75	Mutation rate: 0.05
Gen.	Avg. fitness	Best fitness	Std. fitness
0	1475431.00	1485131.00	8222.53
1	1473931.00	1485131.00	7858.75
2	1451531.00	1485131.00	49037.13
3	1414831.00	1480131.00	60771.79
4	1403331.00	1480131.00	60287.31
5	1415931.00	1480131.00	61834.94
6	1404931.00	1480131.00	77434.88
7	1407131.00	1480131.00	91853.14
8	1455931.00	1480131.00	68640.80
9	1457131.00	1480131.00	69000.00
10	1457131.00	1480131.00	69000.00
11	1457131.00	1480131.00	69000.00
12	1480131.00	1480131.00	0.00
13	1417631.00	1480131.00	62500.00
14	1442631.00	1480131.00	57282.20
15	1382131.00	1480131.00	120025.00
16	1406631.00	1480131.00	112273.10
17	1431131.00	1480131.00	98000.00
18	1480131.00	1480131.00	0.00
19	1456631.00	1480131.00	70500.00
20	1433131.00	1480131.00	94000.00
21	1433131.00	1480131.00	94000.00
22	1270131.00	1480131.00	70035.71
23	1271631.00	1480131.00	69535.96
24	1271631.00	1480131.00	69535.96
25	1246631.00	1250131.00	5937.17
26	1210631.00	1250131.00	56144.90
27	1197631.00	1250131.00	59340.12
28	1173131.00	1245131.00	58787.75
29	1161131.00	1245131.00	54990.91
30	1161131.00	1245131.00	54990.91
31	1185131.00	1245131.00	60000.00
32	1209131.00	1245131.00	54990.91
33	1185131.00	1245131.00	60000.00
34	1173131.00	1245131.00	58787.75
35	1185131.00	1245131.00	60000.00
36	1197131.00	1245131.00	58787.75
37	1209131.00	1245131.00	54990.91
38	1197131.00	1245131.00	58787.75
39	1173131.00	1245131.00	58787.75
40	1149131.00	1245131.00	48000.00
41	1173131.00	1245131.00	58787.75
42	1125131.00	1125131.00	0.00
43	1125131.00	1125131.00	0.00
44	1125131.00	1125131.00	0.00
45	1125131.00	1125131.00	0.00
46	1125131.00	1125131.00	0.00
47	1125131.00	1125131.00	0.00
48	1125131.00	1125131.00	0.00
49	1125131.00	1125131.00	0.00
50	1125131.00	1125131.00	0.00
51	1125131.00	1125131.00	0.00
52	1125131.00	1125131.00	0.00
53	1125131.00	1125131.00	0.00
54	1125131.00	1125131.00	0.00
55	1125131.00	1125131.00	0.00
56	1125131.00	1125131.00	0.00
57	1125131.00	1125131.00	0.00
58	1125131.00	1125131.00	0.00
59	1125131.00	1125131.00	0.00
60	1125131.00	1125131.00	0.00
61	1125131.00	1125131.00	0.00
62	1125131.00	1125131.00	0.00
63	1125131.00	1125131.00	0.00
64	1125131.00	1125131.00	0.00
65	1125131.00	1125131.00	0.00
66	1125131.00	1125131.00	0.00
67	1125131.00	1125131.00	0.00
68	1125131.00	1125131.00	0.00
69	1125131.00	1125131.00	0.00
70	1125131.00	1125131.00	0.00
71	1125131.00	1125131.00	0.00
72	1125131.00	1125131.00	0.00
73	1125131.00	1125131.00	0.00
74	1125131.00	1125131.00	0.00
75	1125131.00	1125131.00	0.00
76	1125131.00	1125131.00	0.00
77	1125131.00	1125131.00	0.00
78	1125131.00	1125131.00	0.00
79	1125131.00	1125131.00	0.00
80	1125131.00	1125131.00	0.00
81	1125131.00	1125131.00	0.00
82	1125131.00	1125131.00	0.00
83	1125131.00	1125131.00	0.00
84	1125131.00	1125131.00	0.00
85	1125131.00	1125131.00	0.00
86	1125131.00	1125131.00	0.00
87	1125131.00	1125131.00	0.00
88	1125131.00	1125131.00	0.00
89	1125131.00	1125131.00	0.00
90	1125131.00	1125131.00	0.00
91	1125131.00	1125131.00	0.00
92	1125131.00	1125131.00	0.00
93	1125131.00	1125131.00	0.00
94	1125131.00	1125131.00	0.00
95	1125131.00	1125131.00	0.00
96	1125131.00	1125131.00	0.00
97	1125131.00	1125131.00	0.00
98	1125131.00	1125131.00	0.00
99	1125131.00	1125131.00	0.00
