Crossover rate: 0.75	Mutation rate: 0.05
Gen.	Avg. fitness	Best fitness	Std. fitness
0	516869.00	499869.00	7681.15
1	515269.00	509869.00	3200.00
2	513869.00	509869.00	2645.75
3	513469.00	509869.00	2374.87
4	512869.00	509869.00	2449.49
5	510369.00	509869.00	1500.00
6	509869.00	509869.00	0.00
7	509869.00	509869.00	0.00
8	509869.00	509869.00	0.00
9	509869.00	509869.00	0.00
10	509869.00	509869.00	0.00
11	509869.00	509869.00	0.00
12	509869.00	509869.00	0.00
13	509869.00	509869.00	0.00
14	509869.00	509869.00	0.00
15	509869.00	509869.00	0.00
16	509869.00	509869.00	0.00
17	509869.00	509869.00	0.00
18	509869.00	509869.00	0.00
19	509869.00	509869.00	0.00
20	509869.00	509869.00	0.00
21	509869.00	509869.00	0.00
22	509869.00	509869.00	0.00
23	509869.00	509869.00	0.00
24	509869.00	509869.00	0.00
25	509869.00	509869.00	0.00
26	509869.00	509869.00	0.00
27	509869.00	509869.00	0.00
28	509869.00	509869.00	0.00
29	509869.00	509869.00	0.00
30	509869.00	509869.00	0.00
31	509869.00	509869.00	0.00
32	509869.00	509869.00	0.00
33	509869.00	509869.00	0.00
34	509869.00	509869.00	0.00
35	509869.00	509869.00	0.00
36	509869.00	509869.00	0.00
37	509869.00	509869.00	0.00
38	509869.00	509869.00	0.00
39	509869.00	509869.00	0.00
40	509869.00	509869.00	0.00
41	509869.00	509869.00	0.00
42	509869.00	509869.00	0.00
43	509869.00	509869.00	0.00
44	509869.00	509869.00	0.00
45	509869.00	509869.00	0.00
46	509869.00	509869.00	0.00
47	509869.00	509869.00	0.00
48	509869.00	509869.00	0.00
49	509869.00	509869.00	0.00
50	509869.00	509869.00	0.00
51	509869.00	509869.00	0.00
52	509869.00	509869.00	0.00
53	509869.00	509869.00	0.00
54	509869.00	509869.00	0.00
55	509869.00	509869.00	0.00
56	509869.00	509869.00	0.00
57	509869.00	509869.00	0.00
58	509869.00	509869.00	0.00
59	509869.00	509869.00	0.00
60	509869.00	509869.00	0.00
61	509869.00	509869.00	0.00
62	509869.00	509869.00	0.00
63	509869.00	509869.00	0.00
64	509869.00	509869.00	0.00
65	509869.00	509869.00	0.00
66	509869.00	509869.00	0.00
67	509869.00	509869.00	0.00
68	509869.00	509869.00	0.00
69	509869.00	509869.00	0.00
70	509869.00	509869.00	0.00
71	509869.00	509869.00	0.00
72	509869.00	509869.00	0.00
73	509869.00	509869.00	0.00
74	509869.00	509869.00	0.00
75	509869.00	509869.00	0.00
76	509869.00	509869.00	0.00
77	509869.00	509869.00	0.00
78	509869.00	509869.00	0.00
79	509869.00	509869.00	0.00
80	509869.00	509869.00	0.00
81	509869.00	509869.00	0.00
82	509869.00	509869.00	0.00
83	509869.00	509869.00	0.00
84	509869.00	509869.00	0.00
85	509869.00	509869.00	0.00
86	509869.00	509869.00	0.00
87	509869.00	509869.00	0.00
88	509869.00	509869.00	0.00
89	509869.00	509869.00	0.00
90	509869.00	509869.00	0.00
91	509869.00	509869.00	0.00
92	509869.00	509869.00	0.00
93	509869.00	509869.00	0.00
94	509869.00	509869.00	0.00
95	509869.00	509869.00	0.00
96	509869.00	509869.00	0.00
97	509869.00	509869.00	0.00
98	509869.00	509869.00	0.00
99	509869.00	509869.00	0.00
