Crossover rate: 0.75	Mutation rate: 0.05
Gen.	Avg. fitness	Best fitness	Std. fitness
0	522069.00	535869.00	8084.55
1	595369.00	764869.00	111298.02
2	621869.00	764869.00	116952.98
3	595369.00	764869.00	111208.14
4	642169.00	764869.00	122825.12
5	666069.00	764869.00	121110.53
6	640569.00	764869.00	124423.51
7	739369.00	764869.00	76500.00
8	713869.00	764869.00	102000.00
9	739369.00	764869.00	76500.00
