Crossover rate: 0.75	Mutation rate: 0.05
Gen.	Avg. fitness	Best fitness	Std. fitness
0	519169.00	499869.00	9263.37
1	527469.00	499869.00	33746.70
2	536169.00	499869.00	70339.25
3	533369.00	509869.00	70500.00
4	533369.00	509869.00	70500.00
5	533369.00	509869.00	70500.00
6	509869.00	509869.00	0.00
7	509869.00	509869.00	0.00
8	509869.00	509869.00	0.00
9	542869.00	509869.00	50408.33
