Crossover rate: 0.75	Mutation rate: 0.05
Gen.	Avg. fitness	Best fitness	Std. fitness
0	-1060038.80	0.00	353355.13
1	-1176155.60	-1173894.00	2362.58
2	-1175832.00	-1173894.00	2960.34
3	-941053.20	0.00	470534.91
4	-1176478.00	-1173894.00	3164.74
5	-1175832.00	-1173894.00	2960.34
6	-1175832.00	-1173894.00	2960.34
7	-1058442.60	0.00	352826.03
8	-1176478.00	-1173894.00	3164.74
9	-1175832.00	-1173894.00	2960.34
