Crossover rate: 0.75	Mutation rate: 0.05
Gen.	Avg. fitness	Best fitness	Std. fitness
0	-1177651.20	-1173894.00	3026.19
1	-1177005.20	-1173894.00	2825.08
2	-1178146.90	-1173894.00	3382.21
3	-1176874.30	-1173894.00	3123.43
4	-1059484.90	0.00	353174.05
5	-869901.30	0.00	483103.60
6	-897512.20	-452765.00	342008.28
7	-1037975.60	-452765.00	279681.40
8	-993456.60	0.00	387225.50
9	-1042989.60	-496647.00	273187.05
