Skip number of rows: 57
Time used: 386,82 seconds

Problem instance parameters: 
Problem size = 26
Time windows = false
Maximum duration = 3
Best known sailing cost = 1000000
Minimum number of installations = 1
Length of planning period = 7
Load factor = 1,2
Total charter cost of fleet = 589000
Maximum number of installations = 8
Dataset sheet = 2
Minimum duration = 2

Heuristic parameters: 
Number of installations violation penalty = 50000
Fitness evaluation protocol = standard
Initial population heuristic = standard
Reference proportion of feasible individuals = 0,2
Survivor selection protocol = standard
Diversification protocol = standard
Repair protocol = standard
Gap from best known solution = 0
Capacity constraint violation penalty = 1000
Proportion of elite individuals = 0,4
Education rate = 1
Iterations before diversify = 2000
Genotype to phenotype converter protocol = standard
Education protocol = standard
Proportion of individuals considered for distance evaluation = 0,2
Reproduction protocol = standard
Population size = 25
Parent selection protocol = binary tournament
Number of offspring in a generation = 50
Granularity threshold in RI = 0,4
Max iterations = 5000
Duration constraint violation penalty = 10000
Repair rate = 0,5

Number of iterations: 5000
Diversifaction happened at iterations: []
Number of crossover restarts: 943448
Number of construction heuristic restarts: 86

Penalized cost: 1138002,27
Gap from BKS: 0,14
Day: 0 - vessel 1: -, vessel 2: [17, 13, 16, 15] cost: 63020,36 dur: 40,00 cap: 888,00, vessel 3: [23, 25, 18, 12, 14, 11, 22] cost: 76351,59 dur: 51,00 cap: 927,70, vessel 4: -, vessel 5: -, vessel 6: [8, 6, 7, 2, 24] cost: 60596,50 dur: 40,00 cap: 528,80, vessel 7: -
Day: 1 - vessel 1: -, vessel 2: -, vessel 3: -, vessel 4: [19, 20, 21, 23] cost: 42417,55 dur: 32,00 cap: 852,20, vessel 5: [22, 25, 4, 3, 2] cost: 56960,71 dur: 39,00 cap: 863,20, vessel 6: -, vessel 7: [10, 8, 6, 7, 26, 9, 24] cost: 93318,61 dur: 58,00 cap: 881,60
Day: 2 - vessel 1: [24, 13, 18, 17, 7, 6, 5] cost: 75139,66 dur: 50,00 cap: 1071,60, vessel 2: [22, 25, 23] cost: 38781,76 dur: 30,00 cap: 360,00, vessel 3: -, vessel 4: -, vessel 5: -, vessel 6: [12, 14, 15, 16, 11] cost: 65444,22 dur: 42,00 cap: 786,90, vessel 7: -
Day: 3 - vessel 1: -, vessel 2: -, vessel 3: [19, 2, 4, 3, 6, 8] cost: 66656,15 dur: 43,00 cap: 953,60, vessel 4: [1, 10] cost: 63020,36 dur: 37,00 cap: 846,80, vessel 5: [22, 25, 26, 9, 23] cost: 56960,71 dur: 41,00 cap: 778,00, vessel 6: -, vessel 7: -
Day: 4 - vessel 1: -, vessel 2: [24, 20, 11, 15, 12, 18] cost: 70291,94 dur: 46,00 cap: 1081,02, vessel 3: -, vessel 4: -, vessel 5: -, vessel 6: -, vessel 7: [6, 7, 17, 13, 16] cost: 67868,08 dur: 43,00 cap: 853,48
Day: 5 - vessel 1: [8, 5, 12, 14, 11, 4, 2, 24] cost: 82411,24 dur: 54,00 cap: 1011,22, vessel 2: -, vessel 3: -, vessel 4: [19, 23, 22, 21, 26, 7, 6, 10] cost: 100590,19 dur: 63,00 cap: 1032,68, vessel 5: -, vessel 6: [25, 3, 13, 9] cost: 58172,64 dur: 38,00 cap: 835,60, vessel 7: -
Day: 6 - vessel 1: -, vessel 2: -, vessel 3: -, vessel 4: -, vessel 5: -, vessel 6: -, vessel 7: -

Gen.	# feasible solutions	# infeasible solutions	cap. penality	dur. penality	num. penality	best penalized cost	best feasible cost	best cap. violation	best dur. violation	best num. violation	avg cap. violation	avg dur. violation	avg num. violation	Gap from BKS
0	0.00	50.00	1000.00	10000.00	50000.00	2197098.41	0.00	881.52	18.00	0.00	3310.14	75.68	7.20	0.00
1	0.00	51.00	1200.00	12000.00	60000.00	2409402.41	0.00	881.52	18.00	0.00	3287.13	75.39	7.06	0.00
2	0.00	52.00	1200.00	12000.00	60000.00	2409402.41	0.00	881.52	18.00	0.00	3244.58	75.10	6.92	0.00
3	0.00	53.00	1200.00	12000.00	60000.00	2409402.41	0.00	881.52	18.00	0.00	3237.90	74.17	6.85	0.00
4	0.00	54.00	1200.00	12000.00	60000.00	2409402.41	0.00	881.52	18.00	0.00	3194.26	73.13	6.72	0.00
5	0.00	55.00	1200.00	12000.00	60000.00	1473039.61	0.00	10.82	23.00	0.00	3136.38	72.22	6.60	0.00
6	0.00	56.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	3080.57	71.04	6.48	0.00
7	0.00	57.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	3027.95	70.35	6.37	0.00
8	0.00	58.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2990.07	70.16	6.28	0.00
9	0.00	59.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2940.77	69.51	6.17	0.00
10	0.00	60.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2932.86	69.83	6.07	0.00
11	0.00	61.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2902.40	69.67	5.97	0.00
12	0.00	62.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2915.46	69.82	5.92	0.00
13	0.00	63.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2919.45	69.94	5.94	0.00
14	0.00	64.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2892.59	70.02	5.89	0.00
15	0.00	65.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2912.64	70.49	5.98	0.00
16	0.00	66.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2879.77	70.48	5.91	0.00
17	0.00	67.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2843.09	69.97	5.82	0.00
18	0.00	68.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2839.07	69.49	5.78	0.00
19	0.00	69.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2799.10	68.94	5.70	0.00
20	0.00	70.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2776.27	69.03	5.66	0.00
21	0.00	71.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2748.87	68.89	5.59	0.00
22	0.00	72.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2741.01	68.72	5.51	0.00
23	0.00	73.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2770.18	68.27	5.60	0.00
24	0.00	74.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	2754.08	67.88	5.53	0.00
25	0.00	25.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1724.63	47.32	1.84	0.00
26	0.00	26.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1740.47	47.85	1.77	0.00
27	0.00	27.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1679.98	47.26	1.70	0.00
28	0.00	28.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1641.15	47.14	1.64	0.00
29	0.00	29.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1584.93	45.72	1.59	0.00
30	0.00	30.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1637.65	46.77	1.77	0.00
31	0.00	31.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1598.44	46.42	1.71	0.00
32	0.00	32.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1554.18	46.12	1.66	0.00
33	0.00	33.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1507.73	45.70	1.61	0.00
34	0.00	34.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1463.70	44.53	1.56	0.00
35	0.00	35.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1427.54	44.14	1.51	0.00
36	0.00	36.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1390.87	43.81	1.47	0.00
37	0.00	37.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1353.57	42.78	1.43	0.00
38	0.00	38.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1346.23	43.24	1.39	0.00
39	0.00	39.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1319.13	42.33	1.38	0.00
40	0.00	40.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1286.42	41.42	1.35	0.00
41	0.00	41.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1257.88	41.20	1.32	0.00
42	0.00	42.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1247.72	41.62	1.31	0.00
43	0.00	43.00	1200.00	12000.00	60000.00	1276311.19	0.00	10.82	6.00	0.00	1220.59	41.40	1.28	0.00
