22 - Shutdown 5 installations
HGSADC run
714985	0	0.64
688599	10	0.78
695141	8	0.78
697361	16	0.8
697776	6	0.8
706262	4	0.8
714493	4	0.82
714711	2	0.82
715245	0	0.82
691549	18	0.89
700098	12	0.9
700864	10	0.9
701623	8	0.9
701666	6	0.9
714493	6	0.91
715087	4	0.91
715245	2	0.91
723992	0	0.91
723154	8	1.0
723241	6	1.0
723517	4	1.0
723992	2	1.0
-
