some parameters
Gen.	# feasible solutions	# infeasible solutions	cap. penality	dur. penality	num. penality	best penalized cost	best feasible cost	best cap. violation	best dur. violation	best num. violation	avg cap. violation	avg dur. violation	avg num. violation
1	0.00	51.00	1200.00	12000.00	60000.00	2573300.00	0.00	338.64	75.12	2.00	888.83	159.79	4.88
2	0.00	52.00	1200.00	12000.00	60000.00	2573300.00	0.00	338.64	75.12	2.00	891.27	160.72	4.94
3	0.00	53.00	1200.00	12000.00	60000.00	2573300.00	0.00	338.64	75.12	2.00	888.44	161.21	4.91
4	0.00	54.00	1200.00	12000.00	60000.00	2573300.00	0.00	338.64	75.12	2.00	875.95	162.06	4.81
5	0.00	55.00	1200.00	12000.00	60000.00	2573300.00	0.00	338.64	75.12	2.00	863.33	161.49	4.75
6	0.00	56.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	851.74	160.41	4.66
7	0.00	57.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	840.97	160.25	4.63
8	0.00	58.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	836.49	159.10	4.59
9	0.00	59.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	836.38	158.86	4.61
10	0.00	60.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	834.57	158.39	4.60
11	0.00	61.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	838.02	159.05	4.59
12	0.00	62.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	834.78	158.82	4.55
13	0.00	63.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	824.45	159.76	4.51
14	0.00	64.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	820.17	158.91	4.47
15	0.00	65.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	815.98	158.96	4.45
16	0.00	66.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	809.94	163.70	4.41
17	0.00	67.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	820.93	162.85	4.45
18	0.00	68.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	817.10	162.34	4.46
19	0.00	69.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	813.10	162.50	4.48
20	0.00	70.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	807.44	166.98	4.44
21	0.00	71.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	803.54	166.39	4.45
22	0.00	72.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	805.29	167.23	4.49
23	0.00	73.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	805.17	167.26	4.45
24	0.00	74.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	805.47	166.53	4.46
25	0.00	25.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	485.31	137.86	2.88
26	0.00	26.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	484.99	138.76	2.81
27	0.00	27.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	489.14	140.73	2.93
28	0.00	28.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	491.70	140.45	3.00
29	0.00	29.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	484.60	143.79	2.97
30	0.00	30.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	490.00	144.26	3.00
31	0.00	31.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	476.45	144.13	2.90
32	0.00	32.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	469.07	158.94	2.91
33	0.00	33.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	468.09	158.36	2.91
34	0.00	34.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	471.38	158.40	2.91
35	0.00	35.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	470.45	166.07	2.86
36	0.00	36.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	468.72	167.43	2.83
37	0.00	37.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	459.32	172.67	2.81
38	0.00	38.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	455.55	172.36	2.74
39	0.00	39.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	461.79	175.34	2.69
40	0.00	40.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	460.43	175.74	2.77
41	0.00	41.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	454.43	174.40	2.71
42	0.00	42.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	457.44	176.57	2.69
43	0.00	43.00	1200.00	12000.00	60000.00	2545152.20	0.00	214.38	101.26	0.00	462.03	179.24	2.77
44	0.00	44.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	453.11	177.13	2.73
45	0.00	45.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	483.44	178.45	2.89
46	0.00	46.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	476.53	177.01	2.85
47	0.00	47.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	470.33	175.96	2.85
48	0.00	48.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	471.54	174.41	2.81
49	0.00	49.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	461.92	173.21	2.76
50	0.00	50.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	463.20	182.28	2.74
51	0.00	51.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	455.76	180.88	2.69
52	0.00	52.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	460.99	181.03	2.69
53	0.00	53.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	456.11	181.81	2.68
54	0.00	54.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	447.66	180.73	2.65
55	0.00	55.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	446.57	178.68	2.60
56	0.00	56.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	451.54	178.02	2.61
57	0.00	57.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	450.67	176.82	2.63
58	0.00	58.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	447.66	175.71	2.62
59	0.00	59.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	449.03	175.84	2.59
60	0.00	60.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	444.06	174.83	2.58
61	0.00	61.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	438.77	178.40	2.57
62	0.00	62.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	435.89	177.35	2.58
63	0.00	63.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	430.84	176.73	2.56
64	0.00	64.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	425.36	177.07	2.55
65	0.00	65.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	430.86	176.39	2.55
66	0.00	66.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	426.54	175.02	2.52
67	0.00	67.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	423.94	175.20	2.49
68	0.00	68.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	423.71	175.20	2.46
69	0.00	69.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	420.68	175.89	2.42
70	0.00	70.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	424.03	176.36	2.47
71	0.00	71.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	423.33	176.19	2.45
72	0.00	72.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	419.95	176.16	2.44
73	0.00	73.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	416.74	175.47	2.45
74	0.00	74.00	1200.00	12000.00	60000.00	2218230.98	0.00	69.40	86.20	1.00	416.07	177.74	2.42
