some parameters
Gen.	# feasible solutions	# infeasible solutions	cap. penality	dur. penality	num. penality	best penalized cost	best feasible cost	best cap. violation	best dur. violation	best num. violation	avg cap. violation	avg dur. violation	avg num. violation
1	51.00	0.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.00	0.00
2	52.00	0.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.00	0.00
3	53.00	0.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.00	0.00
4	54.00	0.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.00	0.00
5	54.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.27	0.00
6	55.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.26	0.00
7	56.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.26	0.00
8	57.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.25	0.00
9	58.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.25	0.00
10	59.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.24	0.00
11	60.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.24	0.00
12	61.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.24	0.00
13	62.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.23	0.00
14	63.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.23	0.00
15	64.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.22	0.00
16	65.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.22	0.00
17	66.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.22	0.00
18	67.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.21	0.00
19	68.00	1.00	850.00	8500.00	42500.00	351314.27	351314.27	0.00	0.00	0.00	0.00	0.21	0.00
