some parameters
Gen.	# feasible solutions	# infeasible solutions	cap. penality	dur. penality	num. penality	best penalized cost	best feasible cost	best cap. violation	best dur. violation	best num. violation	avg cap. violation	avg dur. violation	avg num. violation
1	8.00	43.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.53	0.00
2	8.00	44.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.62	0.00
3	9.00	44.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.37	0.00
4	9.00	45.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.42	0.00
5	9.00	46.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.61	0.00
6	9.00	47.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.56	0.00
7	10.00	47.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.32	0.00
8	10.00	48.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.31	0.00
9	10.00	49.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.47	0.00
10	10.00	50.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.43	0.00
11	10.00	51.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.46	0.00
12	11.00	51.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.25	0.00
13	11.00	52.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.33	0.00
14	11.00	53.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.34	0.00
15	11.00	54.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.20	0.00
16	11.00	55.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.04	0.00
17	11.00	56.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.18	0.00
18	11.00	57.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.09	0.00
19	11.00	58.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	13.02	0.00
20	11.00	59.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.99	0.00
21	11.00	60.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.85	0.00
22	11.00	61.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.83	0.00
23	12.00	61.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.66	0.00
24	12.00	62.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.63	0.00
25	12.00	63.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.56	0.00
26	12.00	64.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.58	0.00
27	12.00	65.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.51	0.00
28	12.00	66.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.49	0.00
29	12.00	67.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.42	0.00
30	12.00	68.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.30	0.00
31	12.00	69.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.35	0.00
32	12.00	70.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.33	0.00
33	12.00	71.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.44	0.00
34	12.00	72.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.38	0.00
35	12.00	73.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.40	0.00
36	13.00	73.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.26	0.00
37	13.00	74.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	12.15	0.00
38	13.00	25.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	8.40	0.00
39	14.00	25.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	8.18	0.00
40	15.00	25.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.98	0.00
41	15.00	26.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.87	0.00
42	15.00	27.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.88	0.00
43	16.00	27.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.70	0.00
44	17.00	27.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.52	0.00
45	17.00	28.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.51	0.00
46	17.00	29.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.60	0.00
47	18.00	29.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.43	0.00
48	18.00	30.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.55	0.00
49	18.00	31.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.51	0.00
50	18.00	32.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.59	0.00
51	19.00	32.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.44	0.00
52	20.00	32.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.29	0.00
53	20.00	33.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.29	0.00
54	20.00	34.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.42	0.00
55	21.00	34.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.29	0.00
56	21.00	35.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.36	0.00
57	21.00	36.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.28	0.00
58	22.00	36.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.15	0.00
59	22.00	37.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.29	0.00
60	22.00	38.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.48	0.00
61	23.00	38.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.36	0.00
62	23.00	39.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.35	0.00
63	24.00	39.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.24	0.00
64	25.00	39.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.12	0.00
65	25.00	40.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.26	0.00
66	26.00	40.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.15	0.00
67	26.00	41.00	850.00	12000.00	42500.00	537345.52	537345.52	0.00	0.00	0.00	0.00	7.42	0.00
