some parameters
Gen.	# feasible solutions	# infeasible solutions	cap. penality	dur. penality	num. penality	best penalized cost	best feasible cost	best cap. violation	best dur. violation	best num. violation	avg cap. violation	avg dur. violation	avg num. violation
1	0.00	51.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	905.98	155.27	5.29
2	0.00	52.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	898.32	154.71	5.19
3	0.00	53.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	898.71	153.99	5.23
4	0.00	54.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	883.97	152.34	5.17
5	0.00	55.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	888.67	152.69	5.22
6	0.00	56.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	879.34	152.35	5.12
7	0.00	57.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	865.71	150.77	5.07
8	0.00	58.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	865.39	150.55	5.05
9	0.00	59.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	861.43	149.44	5.05
10	0.00	60.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	861.34	148.96	5.03
11	0.00	61.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	852.16	150.50	4.98
12	0.00	62.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	841.42	150.60	4.97
13	0.00	63.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	837.04	151.20	4.94
14	0.00	64.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	830.62	151.10	4.91
15	0.00	65.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	833.55	152.77	4.91
16	0.00	66.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	820.92	152.46	4.85
17	0.00	67.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	814.96	151.44	4.82
18	0.00	68.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	808.19	150.08	4.75
19	0.00	69.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	796.48	149.89	4.70
20	0.00	70.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	802.66	149.73	4.71
21	0.00	71.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	803.62	150.06	4.75
22	0.00	72.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	819.31	150.51	4.86
23	0.00	73.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	809.76	150.61	4.81
24	0.00	74.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	810.38	149.60	4.80
25	0.00	25.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	548.12	122.59	3.28
26	0.00	26.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	532.04	123.06	3.15
27	0.00	27.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	530.91	122.24	3.11
28	0.00	28.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	525.02	121.98	3.00
29	0.00	29.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	508.47	121.83	2.90
30	0.00	30.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	494.95	120.88	2.87
31	0.00	31.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	487.11	120.04	2.81
32	0.00	32.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	485.06	119.19	2.81
33	0.00	33.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	472.40	120.86	2.76
34	0.00	34.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	474.90	120.01	2.82
35	0.00	35.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	461.33	120.61	2.77
36	0.00	36.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	452.84	120.22	2.69
37	0.00	37.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	448.62	120.15	2.62
38	0.00	38.00	1200.00	12000.00	60000.00	1859643.42	0.00	7.38	69.48	0.00	445.35	119.40	2.58
39	0.00	39.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	434.12	117.43	2.51
40	0.00	40.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	480.36	120.66	2.75
41	0.00	41.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	475.88	120.56	2.68
42	0.00	42.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	466.99	122.75	2.67
43	0.00	43.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	474.53	123.43	2.72
44	0.00	44.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	466.47	128.96	2.70
45	0.00	45.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	465.76	131.03	2.71
46	0.00	46.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	457.99	131.06	2.65
47	0.00	47.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	455.80	130.03	2.60
48	0.00	48.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	450.18	129.37	2.62
49	0.00	49.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	457.61	128.20	2.63
50	0.00	50.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	450.42	127.86	2.60
51	0.00	51.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	450.48	131.82	2.57
52	0.00	52.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	450.05	132.09	2.58
53	0.00	53.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	452.84	132.14	2.58
54	0.00	54.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	444.45	130.78	2.54
55	0.00	55.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	444.58	130.35	2.55
56	0.00	56.00	1200.00	12000.00	60000.00	1448384.46	0.00	7.38	42.48	0.00	451.92	130.07	2.57
