Skip number of rows: 55
Time used: 90,51 seconds

Problem instance parameters: 
Problem size = 10
Time windows = false
Maximum duration = 3
Best known sailing cost = 631234
Minimum number of installations = 1
Length of planning period = 7
Load factor = 1,2
Total charter cost of fleet = 589000
Maximum number of installations = 8
Minimum duration = 2

Heuristic parameters: 
Number of installations violation penalty = 50000
Fitness evaluation protocol = standard
Initial population heuristic = standard
Reference proportion of feasible individuals = 0,2
Survivor selection protocol = standard
Diversification protocol = standard
Repair protocol = standard
Gap from best known solution = 0
Capacity constraint violation penalty = 1000
Proportion of elite individuals = 0,4
Education rate = 1
Iterations before diversify = 2000
Genotype to phenotype converter protocol = standard
Education protocol = standard
Proportion of individuals considered for distance evaluation = 0,2
Reproduction protocol = standard
Population size = 25
Parent selection protocol = binary tournament
Number of offspring in a generation = 50
Granularity threshold in RI = 0,4
Max iterations = 5000
Duration constraint violation penalty = 10000
Repair rate = 0,5

Number of iterations: 5000
Diversifaction happened at iterations: [2345, 4345]
Number of crossover restarts: 2998
Number of construction heuristic restarts: 134

Penalized cost: 701925,62
Day: 0 - vessel 1: [8, 7, 6, 9] cost: 55748,78 dur: 39,00 cap: 620,28, vessel 2: [10, 2, 3, 1, 4, 5] cost: 99935,75 dur: 62,46 cap: 1034,00, vessel 3: -, vessel 4: -, vessel 5: -
Day: 1 - vessel 1: -, vessel 2: -, vessel 3: -, vessel 4: [8, 7, 9, 1, 3, 2] cost: 68970,94 dur: 47,91 cap: 739,16, vessel 5: -
Day: 2 - vessel 1: -, vessel 2: -, vessel 3: -, vessel 4: -, vessel 5: [9, 1, 4, 3, 7, 8] cost: 100687,14 dur: 62,08 cap: 754,76
Day: 3 - vessel 1: -, vessel 2: [8, 7, 2] cost: 44029,42 dur: 30,33 cap: 302,00, vessel 3: [6, 9, 1, 4, 5] cost: 97354,34 dur: 60,33 cap: 864,12, vessel 4: -, vessel 5: -
Day: 4 - vessel 1: [4, 1, 3, 9, 2, 8] cost: 101390,06 dur: 62,66 cap: 785,00, vessel 2: -, vessel 3: -, vessel 4: -, vessel 5: -
Day: 5 - vessel 1: -, vessel 2: [8, 7, 9] cost: 48477,20 dur: 34,00 cap: 320,88, vessel 3: -, vessel 4: [4, 1, 3, 2] cost: 85331,99 dur: 51,41 cap: 575,00, vessel 5: -
Day: 6 - vessel 1: -, vessel 2: -, vessel 3: -, vessel 4: -, vessel 5: -

Gen.	# feasible solutions	# infeasible solutions	cap. penality	dur. penality	num. penality	best penalized cost	best feasible cost	best cap. violation	best dur. violation	best num. violation	avg cap. violation	avg dur. violation	avg num. violation	Gap from BKS
0	2.00	48.00	1000.00	10000.00	50000.00	699363.16	777065.28	0.00	2.41	0.00	24.84	24.94	0.00	0.23
1	3.00	48.00	1200.00	12000.00	42500.00	704183.16	777065.28	0.00	2.41	0.00	24.35	24.45	0.00	0.23
2	3.00	49.00	1200.00	12000.00	42500.00	704183.16	777065.28	0.00	2.41	0.00	23.88	24.03	0.00	0.23
3	3.00	50.00	1200.00	12000.00	42500.00	704183.16	777065.28	0.00	2.41	0.00	23.43	23.63	0.00	0.23
4	3.00	51.00	1200.00	12000.00	42500.00	704183.16	777065.28	0.00	2.41	0.00	23.00	23.28	0.00	0.23
5	3.00	52.00	1200.00	12000.00	42500.00	704183.16	777065.28	0.00	2.41	0.00	22.58	22.90	0.00	0.23
6	3.00	53.00	1200.00	12000.00	42500.00	704183.16	777065.28	0.00	2.41	0.00	22.18	22.94	0.00	0.23
7	4.00	53.00	1200.00	12000.00	42500.00	704183.16	777065.28	0.00	2.41	0.00	21.79	22.54	0.00	0.23
8	4.00	54.00	1200.00	12000.00	42500.00	704183.16	777065.28	0.00	2.41	0.00	21.41	22.26	0.00	0.23
9	5.00	54.00	1200.00	12000.00	42500.00	704183.16	777065.28	0.00	2.41	0.00	21.05	21.88	0.00	0.23
10	6.00	54.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	20.70	21.52	0.00	0.20
11	7.00	54.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	20.36	21.16	0.00	0.20
12	7.00	55.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	20.03	20.86	0.00	0.20
13	8.00	55.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	19.71	20.53	0.00	0.20
14	8.00	56.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	19.41	20.25	0.00	0.20
15	9.00	56.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	19.11	19.94	0.00	0.20
16	10.00	56.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	18.82	19.64	0.00	0.20
17	10.00	57.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	18.54	19.38	0.00	0.20
18	10.00	58.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	18.26	19.49	0.00	0.20
19	11.00	58.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	18.00	19.20	0.00	0.20
20	12.00	58.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	17.74	18.93	0.00	0.20
21	12.00	59.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	17.49	18.70	0.00	0.20
22	13.00	59.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	17.25	18.44	0.00	0.20
23	13.00	60.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	17.01	18.22	0.00	0.20
24	14.00	60.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	16.78	17.98	0.00	0.20
25	14.00	61.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	16.56	17.77	0.00	0.20
26	15.00	61.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	16.34	17.54	0.00	0.20
27	16.00	61.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	16.13	17.31	0.00	0.20
28	17.00	61.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	15.92	17.09	0.00	0.20
29	17.00	62.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	15.72	16.95	0.00	0.20
30	17.00	63.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	15.52	16.82	0.00	0.20
31	17.00	64.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	15.33	16.65	0.00	0.20
32	18.00	64.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	15.15	16.44	0.00	0.20
33	18.00	65.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	14.96	16.32	0.00	0.20
34	18.00	66.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	14.79	16.23	0.00	0.20
35	19.00	66.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	14.61	16.04	0.00	0.20
36	19.00	67.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	14.44	15.88	0.00	0.20
37	19.00	68.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	15.76	16.33	0.00	0.20
38	19.00	69.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	15.58	16.17	0.00	0.20
39	19.00	70.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	15.41	16.02	0.00	0.20
40	19.00	71.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	15.24	15.94	0.00	0.20
41	19.00	72.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	15.07	15.79	0.00	0.20
42	19.00	73.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	14.91	15.91	0.00	0.20
43	20.00	73.00	1200.00	12000.00	42500.00	704183.16	757674.40	0.00	2.41	0.00	14.75	15.73	0.00	0.20
