some parameters
Gen.	# feasible solutions	# infeasible solutions	cap. penality	dur. penality	num. penality	best penalized cost	best feasible cost	best cap. violation	best dur. violation	best num. violation	avg cap. violation	avg dur. violation	avg num. violation
1	7.00	44.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	15.31	0.00
2	7.00	45.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	15.46	0.00
3	7.00	46.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	15.27	0.00
4	7.00	47.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	15.25	0.00
5	7.00	48.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	15.25	0.00
6	8.00	48.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.98	0.00
7	8.00	49.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	15.08	0.00
8	8.00	50.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.96	0.00
9	8.00	51.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.90	0.00
10	8.00	52.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.84	0.00
11	8.00	53.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.92	0.00
12	8.00	54.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	15.04	0.00
13	8.00	55.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	15.16	0.00
14	9.00	55.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.92	0.00
15	10.00	55.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.69	0.00
16	10.00	56.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.66	0.00
17	10.00	57.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.61	0.00
18	11.00	57.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.40	0.00
19	11.00	58.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.27	0.00
20	11.00	59.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.17	0.00
21	11.00	60.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.08	0.00
22	11.00	61.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	14.04	0.00
23	11.00	62.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	13.95	0.00
24	12.00	62.00	850.00	12000.00	42500.00	585822.72	585822.72	0.00	0.00	0.00	0.00	13.76	0.00
