some parameters
Gen.	# feasible solutions	# infeasible solutions	cap. penality	dur. penality	num. penality	best penalized cost	best feasible cost	best cap. violation	best dur. violation	best num. violation	avg cap. violation	avg dur. violation	avg num. violation
1	0.00	51.00	1200.00	12000.00	60000.00	2942421.96	0.00	351.32	117.44	0.00	893.84	169.15	5.39
2	0.00	52.00	1200.00	12000.00	60000.00	2942421.96	0.00	351.32	117.44	0.00	884.21	169.77	5.31
3	0.00	53.00	1200.00	12000.00	60000.00	2698558.38	0.00	282.16	104.64	0.00	872.85	168.54	5.21
4	0.00	54.00	1200.00	12000.00	60000.00	2698558.38	0.00	282.16	104.64	0.00	862.87	168.18	5.11
5	0.00	55.00	1200.00	12000.00	60000.00	2698558.38	0.00	282.16	104.64	0.00	847.41	168.46	5.02
6	0.00	56.00	1200.00	12000.00	60000.00	2698558.38	0.00	282.16	104.64	0.00	846.18	168.95	5.04
7	0.00	57.00	1200.00	12000.00	60000.00	2698558.38	0.00	282.16	104.64	0.00	841.44	167.73	4.98
8	0.00	58.00	1200.00	12000.00	60000.00	2698558.38	0.00	282.16	104.64	0.00	836.22	168.54	4.98
9	0.00	59.00	1200.00	12000.00	60000.00	2698558.38	0.00	282.16	104.64	0.00	836.93	167.76	4.97
10	0.00	60.00	1200.00	12000.00	60000.00	2698558.38	0.00	282.16	104.64	0.00	836.70	168.09	4.93
11	0.00	61.00	1200.00	12000.00	60000.00	2206997.38	0.00	351.32	66.86	0.00	828.74	166.43	4.85
12	0.00	62.00	1200.00	12000.00	60000.00	2206997.38	0.00	351.32	66.86	0.00	825.05	167.09	4.84
13	0.00	63.00	1200.00	12000.00	60000.00	2206997.38	0.00	351.32	66.86	0.00	826.33	166.69	4.84
14	0.00	64.00	1200.00	12000.00	60000.00	2206997.38	0.00	351.32	66.86	0.00	823.19	167.04	4.81
15	0.00	65.00	1200.00	12000.00	60000.00	2206997.38	0.00	351.32	66.86	0.00	822.84	167.90	4.82
16	0.00	66.00	1200.00	12000.00	60000.00	2206997.38	0.00	351.32	66.86	0.00	823.50	168.18	4.80
17	0.00	67.00	1200.00	12000.00	60000.00	1993886.73	0.00	0.00	71.76	0.00	811.21	166.74	4.73
18	0.00	68.00	1200.00	12000.00	60000.00	1993886.73	0.00	0.00	71.76	0.00	808.33	166.89	4.71
19	0.00	69.00	1200.00	12000.00	60000.00	1993886.73	0.00	0.00	71.76	0.00	808.25	169.46	4.67
20	0.00	70.00	1200.00	12000.00	60000.00	1993886.73	0.00	0.00	71.76	0.00	802.23	168.96	4.64
21	0.00	71.00	1200.00	12000.00	60000.00	1993886.73	0.00	0.00	71.76	0.00	799.30	169.44	4.62
