some parameters
Gen.	# feasible solutions	# infeasible solutions	cap. penality	dur. penality	num. penality	best penalized cost	best feasible cost	best cap. violation	best dur. violation	best num. violation	avg cap. violation	avg dur. violation	avg num. violation
1	3.00	48.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	16.95	0.00
2	4.00	48.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	16.62	0.00
3	4.00	49.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	16.60	0.00
4	4.00	50.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	16.44	0.00
5	5.00	50.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	16.14	0.00
6	6.00	50.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.86	0.00
7	6.00	51.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.78	0.00
8	6.00	52.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.84	0.00
9	6.00	53.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.96	0.00
10	6.00	54.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.86	0.00
11	7.00	54.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.60	0.00
12	7.00	55.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.90	0.00
13	8.00	55.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.65	0.00
14	8.00	56.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.45	0.00
15	8.00	57.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.39	0.00
16	8.00	58.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.21	0.00
17	8.00	59.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.32	0.00
18	8.00	60.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.22	0.00
19	8.00	61.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.26	0.00
20	8.00	62.00	850.00	12000.00	42500.00	578551.14	578551.14	0.00	0.00	0.00	0.00	15.14	0.00
