some parameters
Gen.	# feasible solutions	# infeasible solutions	cap. penality	dur. penality	num. penality	best penalized cost	best feasible cost	best cap. violation	best dur. violation	best num. violation	avg cap. violation	avg dur. violation	avg num. violation
1	0.00	51.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	884.88	164.18	5.29
2	0.00	52.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	884.54	163.34	5.27
3	0.00	53.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	880.30	164.43	5.25
4	0.00	54.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	876.08	164.78	5.22
5	0.00	55.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	875.93	164.60	5.20
6	0.00	56.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	860.41	165.69	5.11
7	0.00	57.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	849.53	165.50	5.07
8	0.00	58.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	834.89	164.36	4.98
9	0.00	59.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	831.93	163.75	4.93
10	0.00	60.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	822.03	162.87	4.90
11	0.00	61.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	818.98	164.73	4.89
12	0.00	62.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	814.68	164.59	4.84
13	0.00	63.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	808.61	163.65	4.83
14	0.00	64.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	806.83	162.61	4.86
15	0.00	65.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	802.48	162.43	4.82
16	0.00	66.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	803.94	163.50	4.82
17	0.00	67.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	791.94	162.76	4.75
18	0.00	68.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	787.43	163.62	4.72
19	0.00	69.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	783.27	163.30	4.72
20	0.00	70.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	786.53	164.17	4.74
21	0.00	71.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	785.50	164.22	4.77
22	0.00	72.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	782.17	164.81	4.74
23	0.00	73.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	780.62	164.54	4.75
24	0.00	74.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	782.98	165.18	4.76
25	0.00	25.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	417.82	126.72	2.64
26	0.00	26.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	413.87	128.67	2.62
27	0.00	27.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	407.35	129.63	2.63
28	0.00	28.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	410.66	130.60	2.71
29	0.00	29.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	396.50	130.88	2.62
30	0.00	30.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	397.48	133.48	2.63
31	0.00	31.00	1200.00	12000.00	60000.00	2110463.22	0.00	0.00	85.06	0.00	407.07	134.48	2.77
