some parameters
Gen.	# feasible solutions	# infeasible solutions	cap. penality	dur. penality	num. penality	best penalized cost	best feasible cost	best cap. violation	best dur. violation	best num. violation	avg cap. violation	avg dur. violation	avg num. violation
1	0.00	51.00	1200.00	12000.00	60000.00	2605675.86	0.00	0.00	116.48	1.00	881.48	160.36	5.16
2	0.00	52.00	1200.00	12000.00	60000.00	2605675.86	0.00	0.00	116.48	1.00	864.53	167.30	5.08
3	0.00	53.00	1200.00	12000.00	60000.00	2605675.86	0.00	0.00	116.48	1.00	855.08	166.84	5.00
4	0.00	54.00	1200.00	12000.00	60000.00	2605675.86	0.00	0.00	116.48	1.00	845.56	166.42	4.94
5	0.00	55.00	1200.00	12000.00	60000.00	2605675.86	0.00	0.00	116.48	1.00	836.80	166.46	4.87
6	0.00	56.00	1200.00	12000.00	60000.00	2605675.86	0.00	0.00	116.48	1.00	825.99	166.23	4.84
7	0.00	57.00	1200.00	12000.00	60000.00	2605675.86	0.00	0.00	116.48	1.00	819.43	166.62	4.82
8	0.00	58.00	1200.00	12000.00	60000.00	2605675.86	0.00	0.00	116.48	1.00	814.06	165.82	4.79
9	0.00	59.00	1200.00	12000.00	60000.00	2605675.86	0.00	0.00	116.48	1.00	815.19	163.86	4.80
10	0.00	60.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	802.68	162.91	4.72
11	0.00	61.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	791.27	162.73	4.64
12	0.00	62.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	807.22	163.23	4.73
13	0.00	63.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	797.54	163.14	4.65
14	0.00	64.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	795.79	164.81	4.59
15	0.00	65.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	786.58	164.68	4.55
16	0.00	66.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	781.67	163.67	4.52
17	0.00	67.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	783.65	164.65	4.55
18	0.00	68.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	780.20	164.76	4.54
19	0.00	69.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	779.21	163.98	4.52
20	0.00	70.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	771.00	163.68	4.47
21	0.00	71.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	762.34	163.40	4.42
22	0.00	72.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	759.37	163.40	4.42
23	0.00	73.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	749.36	163.65	4.36
24	0.00	74.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	746.32	165.61	4.32
25	0.00	25.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	479.83	137.65	2.56
26	0.00	26.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	479.14	137.13	2.54
27	0.00	27.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	475.33	140.91	2.48
28	0.00	28.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	465.96	142.76	2.46
29	0.00	29.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	465.82	143.83	2.45
30	0.00	30.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	450.30	154.70	2.40
31	0.00	31.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	459.32	153.63	2.48
32	0.00	32.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	464.67	154.45	2.56
33	0.00	33.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	473.04	154.67	2.64
34	0.00	34.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	498.38	160.08	2.79
35	0.00	35.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	490.75	164.79	2.80
36	0.00	36.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	488.04	163.31	2.78
37	0.00	37.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	487.62	162.20	2.76
38	0.00	38.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	497.63	166.56	2.76
39	0.00	39.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	499.33	166.27	2.77
40	0.00	40.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	502.43	169.92	2.77
41	0.00	41.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	490.18	178.61	2.73
42	0.00	42.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	490.59	179.38	2.71
43	0.00	43.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	494.24	178.71	2.70
44	0.00	44.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	486.99	177.73	2.66
45	0.00	45.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	477.28	176.29	2.60
46	0.00	46.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	470.71	175.92	2.57
47	0.00	47.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	461.37	176.35	2.51
48	0.00	48.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	470.77	177.34	2.60
49	0.00	49.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	461.16	176.40	2.55
50	0.00	50.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	455.51	181.20	2.52
51	0.00	51.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	452.03	181.60	2.49
52	0.00	52.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	450.88	179.70	2.46
53	0.00	53.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	455.32	180.69	2.51
54	0.00	54.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	455.64	179.42	2.50
55	0.00	55.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	453.27	185.25	2.49
56	0.00	56.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	448.90	183.87	2.48
57	0.00	57.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	455.76	184.56	2.53
58	0.00	58.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	449.18	183.45	2.48
59	0.00	59.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	441.57	182.76	2.44
60	0.00	60.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	452.94	183.12	2.47
61	0.00	61.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	449.81	183.16	2.44
62	0.00	62.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	442.56	181.94	2.40
63	0.00	63.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	437.34	181.75	2.38
64	0.00	64.00	1200.00	12000.00	60000.00	2382363.00	0.00	64.82	106.69	0.00	433.16	181.05	2.38
65	0.00	65.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	426.50	179.61	2.34
66	0.00	66.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	433.18	183.04	2.35
67	0.00	67.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	427.59	182.02	2.33
68	0.00	68.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	434.34	181.94	2.38
69	0.00	69.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	429.65	182.02	2.35
70	0.00	70.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	429.36	181.29	2.34
71	0.00	71.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	430.47	182.32	2.37
72	0.00	72.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	432.54	181.90	2.36
73	0.00	73.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	433.07	189.23	2.41
74	0.00	74.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	438.43	191.16	2.45
75	0.00	25.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	267.85	121.47	1.36
76	0.00	26.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	259.46	123.00	1.31
77	0.00	27.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	272.97	126.55	1.33
78	0.00	28.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	265.31	125.61	1.32
79	0.00	29.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	273.08	130.43	1.45
80	0.00	30.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	265.59	130.59	1.40
81	0.00	31.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	259.11	129.53	1.35
82	0.00	32.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	251.99	129.58	1.34
83	0.00	33.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	244.35	131.00	1.30
84	0.00	34.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	237.16	129.78	1.26
85	0.00	35.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	232.24	128.86	1.23
86	0.00	36.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	228.70	127.96	1.19
87	0.00	37.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	233.12	128.00	1.19
88	0.00	38.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	244.40	139.97	1.24
89	0.00	39.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	264.82	142.73	1.41
90	0.00	40.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	259.41	142.69	1.38
91	0.00	41.00	1200.00	12000.00	60000.00	2091049.88	0.00	0.00	87.28	0.00	254.51	141.69	1.37
